PropType,Address,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3520 S 60TH ST,11,4420,Cape Cod,Brick,1.0,1942,0,1365,1,3,1,0,7973,2014-08,131000
Residential,2762 S 64TH ST,11,4240,Cape Cod,Stucco,1.0,1954,0,1352,1,3,1,0,6000,2014-08,108000
Residential,5409 W ARIZONA ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1942,0,1204,1,3,1,1,10494,2014-08,158000
Residential,2800 S 68TH ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1955,0,1102,1,4,2,0,5400,2014-08,128000
Residential,3300 W POE ST,11,4400,Cape Cod,Brick,1.0,1951,0,1066,1,2,1,0,4800,2014-08,112000
Residential,3723 W RUSKIN ST,11,4410,Cape Cod,Brick,1.0,1952,0,1064,1,3,1,0,6000,2014-08,126100
Residential,3539 S 86TH ST,11,4350,Colonial,Aluminum / Vinyl,2.0,2001,0,1750,1,3,2,1,7102,2014-08,194500
Residential,3573 S 75TH ST,11,4330,Colonial,Frame,2.0,1959,0,1400,1,3,1,1,14292,2014-08,136000
Residential,4628 W HOWARD AV,11,4420,Duplex N/S,Aluminum / Vinyl,2.0,1954,0,1728,2,6,2,0,6750,2014-08,105000
Residential,7320 W DULUTH AV,11,4330,Ranch,Brick,1.0,1964,0,1755,1,3,2,1,7700,2014-08,176000
Residential,5125 W JERELYN PL,11,4280,Ranch,Stone,1.0,1954,0,1434,1,2,1,1,10823,2014-08,171500
Residential,3714 S 67TH ST,11,4420,Ranch,Brick,1.0,1961,0,1419,1,3,1,1,8000,2014-08,145000
Residential,7111 W CRAWFORD AV,11,4330,Ranch,Brick,1.0,1959,0,1375,1,3,1,1,7670,2014-08,142000
Residential,3731 S 95TH ST,11,4340,Ranch,Aluminum / Vinyl,1.0,1966,0,1282,1,3,2,0,6900,2014-08,177900
Residential,5204 W CLEVELAND AV,11,4280,Ranch,Brick,1.0,1955,0,1208,1,3,2,0,7920,2014-08,159000
Residential,3521 S SUNSET DR,11,4330,Ranch,Aluminum / Vinyl,1.0,1957,0,1158,1,3,1,0,7326,2014-08,99500
Residential,3456 S 82ND ST,11,4340,Ranch,Aluminum / Vinyl,1.0,1963,0,1127,1,3,1,1,5628,2014-08,157900
Residential,3649 S 83RD ST,11,4340,Ranch,Brick,1.0,1957,0,1114,1,3,2,0,6150,2014-08,158500
Residential,3435 S HONEY CREEK DR,11,4310,Ranch,Brick,1.0,1955,0,1073,1,3,1,0,6251,2014-08,100500
Residential,8708 W HOWARD AV,11,4340,Ranch,Aluminum / Vinyl,1.0,1963,0,1012,1,3,1,0,8694,2014-08,114000
Residential,6516 W MONTANA ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1955,0,1004,1,3,2,0,6750,2014-08,126000
Residential,6816 W BENNETT AV,11,4240,Ranch,Aluminum / Vinyl,1.0,1953,0,997,1,3,1,0,6120,2014-08,85000
Residential,7329 W BURDICK AV,11,4310,Ranch,Brick,1.0,1956,0,990,1,3,1,0,7410,2014-08,133000
Residential,6515 W WARNIMONT AV,11,4420,Ranch,Aluminum / Vinyl,1.0,1956,0,979,1,3,1,1,6250,2014-08,119000
Residential,3324 S 58TH ST,11,4420,Ranch,Aluminum / Vinyl,1.0,1952,0,948,1,3,1,0,6050,2014-08,64900
Residential,3677 S 79TH ST,11,4340,Ranch,Brick,1.0,1956,0,947,1,3,2,0,8100,2014-08,153000
Residential,3547 S 58TH ST,11,4420,Ranch,Brick,1.0,1942,0,943,1,2,1,1,8568,2014-08,140000
Residential,3146 S 95TH ST,11,4350,Ranch,Aluminum / Vinyl,1.0,1940,0,932,1,3,1,0,6920,2014-08,103000
Residential,2865 S 52ND ST,11,4240,Ranch,Brick,1.0,1950,0,895,1,2,1,0,7452,2014-08,93000
Residential,3719 S 90TH ST,11,4350,Ranch,Frame,1.0,1938,0,684,1,3,1,0,7980,2014-08,14700
Residential,1558 S 2ND ST,12,4020,Cottage,Frame,1.0,1900,0,797,1,1,1,0,3500,2014-08,21000
Residential,2567 S 15TH ST,12,4160,Duplex O/S,Aluminum / Vinyl,2.0,1908,0,1840,2,5,2,0,3750,2014-08,69600
Residential,2710 S 15TH PL,12,4160,Duplex O/S,Aluminum / Vinyl,2.0,1923,0,1779,2,5,2,0,3750,2014-08,110000
Residential,2138 S 18TH ST,12,4120,Duplex-Cottage,Aluminum / Vinyl,1.0,1889,0,1336,2,4,1,1,3000,2014-08,60000
Residential,5214 S 23RD ST,13,4780,Cape Cod,Brick,1.5,1966,0,1953,1,4,2,0,9750,2014-08,205000
Residential,4963 S 22ND PL,13,4660,Cape Cod,Aluminum / Vinyl,1.5,1997,0,1725,1,3,2,0,8970,2014-08,219000
Residential,4420 S BURRELL ST,13,4720,Cape Cod,Brick,1.5,1952,0,1659,1,4,2,0,5400,2014-08,167000
Residential,3554 S 17TH ST,13,4520,Cape Cod,Brick,1.0,1954,0,1477,1,4,2,0,5850,2014-08,105000
Residential,2116 W GOLDCREST AV,13,4860,Cape Cod,Aluminum / Vinyl,1.0,1938,0,1476,1,3,1,1,19008,2014-08,133900
Residential,154 W WILBUR AV,13,4620,Cape Cod,Brick,1.0,1937,0,1346,1,3,2,0,6006,2014-08,180000
Residential,3519 S 5TH PL,13,4700,Cape Cod,Stucco,1.5,1949,0,1258,1,3,2,0,5040,2014-08,105000
Residential,4440 S AUSTIN ST,13,4720,Cape Cod,Brick,1.5,1940,0,1196,1,2,1,0,5900,2014-08,125000
Residential,3301 S 25TH ST,13,4360,Cape Cod,Brick,1.0,1954,0,1095,1,4,1,0,6000,2014-08,99000
Residential,3647 S 24TH ST,13,4360,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1084,1,3,1,0,5457,2014-08,90000
Residential,3587 S 15TH PL,13,4520,Cape Cod,Brick,1.0,1948,0,1080,1,3,1,0,4264,2014-08,121900
Residential,322 W ALLERTON AV,13,4740,Cape Cod,Brick,1.0,1955,0,1038,1,3,1,0,8050,2014-08,118000
Residential,4276 S 3RD ST,13,4700,Cape Cod,Brick,1.0,1948,0,882,1,2,1,0,8040,2014-08,118000
Residential,524 W HOWARD AV,13,4700,Cape Cod,Brick,1.0,1949,0,878,1,2,2,0,5250,2014-08,104000
Residential,2221 W PARNELL AV,13,4780,Colonial,Aluminum / Vinyl,2.0,1999,0,2405,1,4,2,1,13000,2014-08,293000
Residential,5732 S 20TH ST,13,4780,Colonial,Aluminum / Vinyl,2.0,1980,0,1927,1,3,2,1,9120,2014-08,205500
Residential,5025 S 26TH ST,13,4660,Colonial,Brick,2.0,1974,0,1646,1,4,1,1,6000,2014-08,156000
Residential,137 W UNCAS AV,13,4920,Colonial,Aluminum / Vinyl,2.0,1966,0,1521,1,4,1,1,6000,2014-08,150000
Residential,4142 S AUSTIN ST,13,4700,Colonial,Aluminum / Vinyl,2.0,1940,0,1344,1,3,1,1,5712,2014-08,154000
Residential,3671 S 2ND ST,13,4620,Dplx Bungalow,Brick,1.5,1929,0,1987,2,4,2,0,4738,2014-08,191000
Residential,2311 W PLAINFIELD AV,13,4660,Duplex N/S,Aluminum / Vinyl,1.0,1950,0,2310,2,5,3,0,10660,2014-08,162500
Residential,3567 S CHASE AV,13,4620,Duplex N/S,Aluminum / Vinyl,1.5,1960,0,2092,2,5,2,0,6018,2014-08,133400
Residential,3009 S 15TH ST,13,4180,Milwaukee Bungalow,Frame,1.0,1923,0,1653,1,4,2,0,3600,2014-08,101500
Residential,3424 S 19TH ST,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1279,1,3,1,0,3660,2014-08,98000
Residential,5315 S 8TH ST,13,4800,Ranch,Aluminum / Vinyl,1.0,1987,0,1664,1,3,2,1,12420,2014-08,184900
Residential,2208 W MALLORY AV,13,4780,Ranch,Brick,1.0,1964,0,1615,1,3,1,1,10270,2014-08,169900
Residential,1900 W KIMBERLY AV,13,4860,Ranch,Brick,1.0,1964,0,1289,1,3,1,1,9380,2014-08,145000
Residential,5310 S 18TH ST,13,4780,Ranch,Fiber-Cement,1.0,1972,0,1225,1,3,1,1,9240,2014-08,128500
Residential,187 W ALVINA AV,13,4920,Ranch,Aluminum / Vinyl,1.0,1964,0,1092,1,3,1,1,6240,2014-08,129000
Residential,5253 S 8TH ST,13,4800,Ranch,Aluminum / Vinyl,1.0,1970,0,1080,1,4,1,1,12351,2014-08,148900
Residential,1444 W FOSTER AV,13,4800,Ranch,Brick,1.0,1958,0,1070,1,3,1,0,7200,2014-08,134900
Residential,441 E PLAINFIELD AV,13,4700,Ranch,Aluminum / Vinyl,1.0,1950,0,976,1,3,1,0,5376,2014-08,126500
Residential,4404 S TENNESSEE AV,13,4660,Ranch,Brick,1.0,1958,0,976,1,3,2,0,6496,2014-08,140000
Residential,4373 S KENTUCKY AV,13,4660,Ranch,Frame,1.0,1958,0,976,1,3,1,0,7665,2014-08,128000
Residential,2229 W VAN NORMAN AV,13,4660,Ranch,Aluminum / Vinyl,1.0,1960,0,950,1,2,1,0,8700,2014-08,85000
Residential,1526 W VOGEL AV,13,4800,Ranch,Aluminum / Vinyl,1.0,1960,0,942,1,3,1,0,6950,2014-08,108500
Residential,4228 S 2ND ST,13,4700,Ranch,Frame,1.0,1940,0,854,1,2,1,1,4800,2014-08,129000
Residential,3744 S 23RD ST,13,4360,Ranch,Aluminum / Vinyl,1.0,1952,0,725,1,2,1,0,5805,2014-08,84300
Residential,4319 S LOGAN AV,13,4720,Ranch,Brick,1.0,1955,0,714,1,2,1,0,5280,2014-08,99900
Residential,129 W BOLIVAR AV,13,4740,Residence O/S,Aluminum / Vinyl,1.0,1910,0,1246,1,2,1,0,9420,2014-08,130000
Residential,3984 S TAYLOR AV,14,4700,Cape Cod,Brick,1.5,1948,0,1805,1,5,2,0,4675,2014-08,138600
Residential,3861 S GRIFFIN AV,14,4620,Cape Cod,Aluminum / Vinyl,1.5,1956,0,1486,1,3,2,0,7040,2014-08,162000
Residential,3329 S SPRINGFIELD AV,14,4610,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1196,1,3,1,0,4800,2014-08,132000
Residential,1122 E NORWICH ST,14,4700,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1102,1,3,1,0,3720,2014-08,90000
Residential,4021 S HERMAN ST,14,4700,Cape Cod,Aluminum / Vinyl,1.0,1941,0,1020,1,3,2,0,7750,2014-08,146000
Residential,3937 S PINE AV,14,4700,Cape Cod,Aluminum / Vinyl,1.0,1942,0,990,1,2,1,0,4800,2014-08,88000
Residential,2879 S SUPERIOR ST,14,4560,Colonial,Brick,2.0,1925,0,1829,1,4,1,1,4680,2014-08,365000
Residential,3036 S HERMAN ST,14,4500,Colonial,Aluminum / Vinyl,2.0,1926,0,1728,1,4,1,0,6030,2014-08,172000
Residential,3255 S KINNICKINNIC AV,14,4610,Dplx Bungalow,Aluminum / Vinyl,2.0,1929,0,2612,2,4,3,0,4800,2014-08,194000
Residential,3365 S 11TH ST,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,2272,2,5,2,0,4880,2014-08,110000
Residential,3421 S 12TH ST,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,1902,2,5,2,0,4636,2014-08,153000
Residential,3715 S GRIFFIN AV,14,4620,Duplex N/S,Brick,2.0,1958,0,2791,2,6,2,1,9800,2014-08,213000
Residential,3769 S ALABAMA AV,14,4620,Duplex N/S,Aluminum / Vinyl,1.5,1974,0,1985,2,4,2,0,4998,2014-08,188600
Residential,2600 S SUPERIOR ST,14,4560,Duplex O/S,Aluminum / Vinyl,2.0,1896,0,2938,2,6,2,0,9060,2014-08,351000
Residential,1327 E WARNIMONT AV,14,4620,Milwaukee Bungalow,Frame,1.5,1925,0,1874,1,5,2,1,10419,2014-08,250000
Residential,3205 S VERMONT AV,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1915,0,1792,1,4,2,0,5250,2014-08,169515
Residential,3364 S ILLINOIS AV,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1918,0,1234,1,3,2,0,3300,2014-08,105000
Residential,3976 S QUINCY AV,14,4700,Ranch,Brick,1.0,1956,0,1082,1,3,1,1,8190,2014-08,158000
Residential,434 E WILBUR AV,14,4620,Ranch,Aluminum / Vinyl,1.0,1955,0,983,1,3,1,1,6000,2014-08,125000
Residential,3572 S LOGAN AV,14,4620,Ranch,Aluminum / Vinyl,1.0,1942,0,826,1,2,1,0,5875,2014-08,148000
Residential,3422 S KANSAS AV,14,4580,Ranch,Aluminum / Vinyl,1.0,1943,0,689,1,2,1,0,4800,2014-08,92900
Residential,3115 S SUPERIOR ST,14,4560,Residence O/S,Brick,1.5,1921,0,2048,1,4,1,1,7200,2014-08,335000
Residential,3533 S WHITNALL AV,14,4620,Residence O/S,Aluminum / Vinyl,1.5,1918,0,1559,1,5,2,0,6785,2014-08,115000
Residential,3715 S WHITNALL AV,14,4620,Residence O/S,Frame,1.0,1908,0,1542,1,4,1,0,8160,2014-08,149700
Residential,2500 S LENOX ST,14,4910,Residence O/S,Aluminum / Vinyl,2.0,1908,0,1496,1,3,1,1,1900,2014-08,129400
Residential,2955 S KINNICKINNIC AV,14,4610,Residence O/S,Aluminum / Vinyl,1.5,1908,0,1395,1,4,1,1,3600,2014-08,221100
Residential,2242 S MOUND ST,14,4510,Residence O/S,Aluminum / Vinyl,1.5,1885,0,1343,1,2,2,1,3840,2014-08,141500
Residential,2514 S BURRELL ST,14,4910,Residence O/S,Aluminum / Vinyl,1.0,1892,0,1336,1,4,1,0,3120,2014-08,140000
Residential,2018 N 29TH ST,15,2420,Colonial,Aluminum / Vinyl,2.0,2001,0,1184,1,3,1,0,5400,2014-08,54900
Residential,2335 W VINE ST,15,3000,Colonial,Aluminum / Vinyl,2.0,1996,0,1152,1,3,1,0,6000,2014-08,54650
Residential,2853 N 16TH ST,15,2950,Residence O/S,Stucco,1.0,1918,0,1128,1,3,1,1,3600,2014-08,20000
Residential,5002 N 24TH PL,1,1340,Cape Cod,Brick,1.0,1948,0,965,1,2,1,1,4800,2014-09,48800
Residential,2217 W SILVER SPRING DR,1,1200,Duplex N/S,Brick,2.0,1954,0,1810,2,6,2,0,6240,2014-09,80000
Residential,5779 N 92ND ST,2,1020,Bi-Level,Aluminum / Vinyl,1.0,1970,0,1183,1,3,1,0,4800,2014-09,85000
Residential,5137 N 66TH ST,2,1380,Cape Cod,Brick,1.0,1956,0,1458,1,4,2,0,10080,2014-09,98700
Residential,5109 N 64TH ST,2,1380,Cape Cod,Brick,1.0,1951,0,1214,1,3,2,1,5040,2014-09,106500
Residential,4464 N 66TH ST,2,1490,Duplex N/S,Brick,2.0,1949,0,1954,2,4,2,0,5460,2014-09,64500
Residential,4144 N 71ST ST,2,1480,Ranch,Brick,1.0,1956,0,1462,1,3,2,0,12000,2014-09,77500
Residential,6929 W MARION ST,2,1480,Ranch,Brick,1.0,1958,0,1392,1,2,1,1,5412,2014-09,90000
Residential,6161 N DENMARK ST,2,50,Ranch,Aluminum / Vinyl,1.0,1977,0,1316,1,3,1,2,10992,2014-09,139500
Residential,5900 N 75TH ST,2,980,Ranch,Aluminum / Vinyl,1.0,1963,0,1245,1,3,1,1,5400,2014-09,68000
Residential,4250 N 67TH ST,2,1490,Ranch,Brick,1.0,1956,0,1141,1,3,1,1,5000,2014-09,75000
Residential,4479 N 75TH ST,2,1480,Ranch,Aluminum / Vinyl,1.0,1957,0,1040,1,3,1,1,5120,2014-09,54900
Residential,7233 W HERBERT AV,2,1380,Ranch,Brick,1.0,1955,0,1027,1,3,1,0,10400,2014-09,55000
Residential,8247 W SHERIDAN AV,2,1400,Ranch,Aluminum / Vinyl,1.0,1955,0,1025,1,3,1,1,5000,2014-09,70000
Residential,5061 N 83RD ST,2,1400,Ranch,Frame,1.0,1955,0,963,1,3,2,0,5940,2014-09,69900
Residential,5000 N 83RD ST,2,1400,Ranch,Aluminum / Vinyl,1.0,1955,0,963,1,3,1,1,6480,2014-09,85000
Residential,8206 W LANCASTER AV,2,1400,Ranch,Aluminum / Vinyl,1.0,1955,0,960,1,3,1,0,5500,2014-09,62500
Residential,8130 W SHERIDAN AV,2,1400,Ranch,Aluminum / Vinyl,1.0,1957,0,925,1,3,2,0,6000,2014-09,69900
Residential,7008 W SHERIDAN AV,2,1380,Ranch,Aluminum / Vinyl,1.0,1955,0,864,1,2,1,0,6000,2014-09,83900
Residential,8219 W MILL RD,2,700,Ranch,Aluminum / Vinyl,1.0,1958,0,751,1,2,1,0,7200,2014-09,68000
Residential,6845 W FOND DU LAC AV,2,1480,Residence O/S,Aluminum / Vinyl,2.0,1928,0,1274,1,2,2,0,4800,2014-09,50000
Residential,8016 W SCRANTON PL,2,1400,Split Level,Aluminum / Vinyl,1.0,1955,0,1812,1,4,2,0,6885,2014-09,103000
Residential,2845 N HACKETT AV,3,3060,Colonial,Stucco,3.0,1894,0,3255,1,3,2,2,4800,2014-09,455000
Residential,3225 N DOUSMAN ST,3,3320,Colonial,Aluminum / Vinyl,2.0,1971,0,1145,1,4,1,1,7200,2014-09,147900
Residential,1815 N MARSHALL ST,3,3240,Cottage,Aluminum / Vinyl,2.0,1900,0,1368,1,2,1,1,2300,2014-09,185000
Residential,2464 N BARTLETT AV,3,3190,Cottage,Aluminum / Vinyl,1.0,1895,0,1143,1,2,2,0,3000,2014-09,120000
Residential,1748 N PULASKI ST,3,3240,Cottage,Aluminum / Vinyl,1.0,1880,0,888,1,2,1,0,2340,2014-09,160000
Residential,2733 N DOWNER AV,3,3170,Dplx Bungalow,Aluminum / Vinyl,2.0,1922,0,2672,2,6,2,0,4880,2014-09,259500
Residential,2446 N CRAMER ST,3,3190,Duplex O/S,Aluminum / Vinyl,2.0,1904,0,2028,2,4,2,0,3870,2014-09,250000
Residential,3160 N WEIL ST,3,2880,Milwaukee Bungalow,Aluminum / Vinyl,2.0,1927,0,2052,1,5,2,0,3840,2014-09,209000
Residential,2825 N FARWELL AV,3,3160,Residence O/S,Frame,2.0,1904,0,2760,1,4,3,0,4800,2014-09,381500
Residential,2910 N CRAMER ST,3,3160,Residence O/S,Stucco,2.0,1908,0,2582,1,3,2,0,4800,2014-09,289900
Residential,3206 W MC KINLEY BL,4,2300,Duplex O/S,Frame,2.0,1904,0,2968,2,6,3,0,4800,2014-09,68000
Residential,953 N 33RD ST,4,2300,Residence O/S,Frame,2.0,1895,0,3056,1,6,3,0,4920,2014-09,150000
Residential,1128 N 25TH ST,4,3040,Residence O/S,Aluminum / Vinyl,2.0,1902,0,1919,1,4,1,1,6300,2014-09,103000
Residential,1238 N 26TH ST,4,3040,Residence O/S,Aluminum / Vinyl,1.0,1892,0,940,1,2,1,0,6600,2014-09,48400
Residential,7234 N 99TH ST,5,440,Cape Cod,Aluminum / Vinyl,1.5,1980,0,2104,1,4,2,1,12000,2014-09,210000
Residential,3436 N 97TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1570,1,4,2,0,6000,2014-09,151000
Residential,3149 N 87TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1554,1,3,2,0,6360,2014-09,165000
Residential,3351 N 79TH ST,5,2040,Cape Cod,Brick,1.0,1950,0,1431,1,4,2,1,7500,2014-09,124900
Residential,3611 N 96TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1337,1,4,1,0,5450,2014-09,134900
Residential,3466 N 89TH ST,5,2100,Cape Cod,Brick,1.5,1939,0,1321,1,2,2,0,5842,2014-09,85000
Residential,2924 N 79TH ST,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1252,1,3,2,0,5376,2014-09,149000
Residential,3148 N 89TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1176,1,3,1,0,5000,2014-09,147000
Residential,3136 N 90TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1017,1,3,1,0,5000,2014-09,115000
Residential,9503 W LISBON AV,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,991,1,3,1,0,4800,2014-09,79300
Residential,2922 N 89TH ST,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1952,0,986,1,3,1,0,5000,2014-09,104000
Residential,3263 N 82ND ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,768,1,2,1,0,6875,2014-09,91000
Residential,9721 W GREENWOOD TR,5,440,Colonial,Aluminum / Vinyl,2.0,1989,0,2437,1,3,2,1,12526,2014-09,210000
Residential,8005 W TOWNSEND ST,5,2040,Colonial,Aluminum / Vinyl,2.0,1950,0,1445,1,3,1,1,7200,2014-09,100000
Residential,4925 N 103RD ST,5,1040,Cottage,Frame,1.0,1930,0,1513,1,3,1,1,10758,2014-09,69100
Residential,8935 W HAMPTON AV,5,1460,Duplex N/S,Aluminum / Vinyl,2.0,1956,0,2227,2,6,2,0,5160,2014-09,90000
Residential,8203 W CENTER ST,5,2080,Duplex N/S,Masonry / Frame,2.0,1951,0,1968,2,4,2,0,5562,2014-09,117000
Residential,3016 N 86TH ST,5,2080,Ranch,Stone,1.0,1948,0,1814,1,4,2,0,8125,2014-09,173000
Residential,9808 W METCALF PL,5,2100,Ranch,Brick,1.0,1956,0,1492,1,3,1,1,4800,2014-09,107900
Residential,4125 N 82ND ST,5,1470,Ranch,Brick,1.0,1968,0,1305,1,2,1,1,4920,2014-09,68000
Residential,11934 W LANGLADE ST,5,780,Ranch,Aluminum / Vinyl,1.0,1972,0,1273,1,4,1,1,9000,2014-09,126900
Residential,7635 W LORRAINE PL,5,2080,Ranch,Aluminum / Vinyl,1.0,1950,0,1251,1,3,2,0,5360,2014-09,97000
Residential,2814 N 91ST ST,5,2120,Ranch,Aluminum / Vinyl,1.0,1950,0,1232,1,3,1,1,6250,2014-09,168000
Residential,8521 W RUBY AV,5,1460,Ranch,Brick,1.0,1957,0,1130,1,3,1,1,9164,2014-09,110000
Residential,8103 W CHAMBERS ST,5,2080,Ranch,Frame,1.0,1948,0,1128,1,2,1,0,6912,2014-09,106500
Residential,10412 W CUSTER AV,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1084,1,3,1,0,8400,2014-09,103500
Residential,3120 N 95TH ST,5,2120,Ranch,Aluminum / Vinyl,1.0,1953,0,1082,1,3,1,0,6840,2014-09,117500
Residential,8800 W OLIVE ST,5,1460,Ranch,Aluminum / Vinyl,1.0,1957,0,1079,1,3,1,1,8760,2014-09,117500
Residential,8222 W LOCUST ST,5,2080,Ranch,Aluminum / Vinyl,1.0,1950,0,1076,1,2,1,0,8448,2014-09,99000
Residential,3950 N 78TH ST,5,2040,Ranch,Frame,1.0,1955,0,984,1,3,1,0,6000,2014-09,56000
Residential,10900 W HARVEST LA,5,1040,Ranch,Brick,1.0,1959,0,976,1,3,1,0,7200,2014-09,88000
Residential,10500 W RAE AV,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,952,1,3,1,0,8400,2014-09,85000
Residential,4873 N 105TH ST,5,1040,Ranch,Aluminum / Vinyl,1.0,1962,0,946,1,3,1,0,5508,2014-09,103700
Residential,3494 N 89TH ST,5,2100,Ranch,Aluminum / Vinyl,1.0,1947,0,828,1,2,1,0,5450,2014-09,89900
Residential,2121 N 5TH ST,6,2920,Colonial,Aluminum / Vinyl,2.0,1982,0,2482,1,4,3,0,15000,2014-09,205000
Residential,2427 N HOLTON ST,6,2810,Residence O/S,Aluminum / Vinyl,1.0,1895,0,1036,1,2,1,0,3600,2014-09,30000
Residential,2125 N HUBBARD ST,6,2910,Townhouse,Aluminum / Vinyl,2.0,1992,0,2788,2,6,2,2,7755,2014-09,240000
Residential,4767 N 52ND ST,7,1150,Cape Cod,Brick,1.5,1963,0,1779,1,4,2,1,5461,2014-09,68000
Residential,3408 N 50TH ST,7,1840,Cape Cod,Brick,1.5,1932,0,1377,1,2,2,1,4800,2014-09,124000
Residential,4740 W SCRANTON PL,7,1820,Cape Cod,Brick,1.5,1936,0,1350,1,3,1,0,4800,2014-09,95400
Residential,5323 W LEON TR,7,1560,Cape Cod,Stucco,1.0,1950,0,1172,1,3,1,0,4800,2014-09,67000
Residential,4826 N 58TH ST,7,1140,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1137,1,3,1,0,6160,2014-09,56900
Residential,4549 N 45TH ST,7,1150,Cape Cod,Aluminum / Vinyl,1.0,1950,0,948,1,4,1,0,6028,2014-09,47000
Residential,3862 N 38TH ST,7,1740,Colonial,Masonry / Frame,2.0,1937,0,1294,1,3,1,0,4800,2014-09,59000
Residential,2756 N 48TH ST,7,2510,Dplx Bungalow,Aluminum / Vinyl,2.0,1925,0,2623,2,4,2,0,4960,2014-09,105000
Residential,3179 N 39TH ST,7,1780,Dplx Bungalow,Aluminum / Vinyl,1.5,1920,0,1626,2,2,2,0,6480,2014-09,30000
Residential,3422 N 40TH ST,7,1740,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1929,0,1508,1,4,1,0,4324,2014-09,32500
Residential,1800 S 29TH ST,8,4060,Duplex O/S,Aluminum / Vinyl,2.0,1916,0,2112,2,6,2,0,3556,2014-09,90000
Residential,2930 W ROGERS ST,8,4000,Duplex O/S,Aluminum / Vinyl,1.5,1913,0,1826,2,4,2,0,3680,2014-09,30500
Residential,2176 S 33RD ST,8,4000,Milwaukee Bungalow,Brick,1.0,1925,0,1761,1,4,1,0,3937,2014-09,90000
Residential,2352 S 33RD ST,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1315,1,4,1,0,4410,2014-09,80000
Residential,2426 S 29TH ST,8,4000,Residence O/S,Aluminum / Vinyl,1.0,1893,0,1323,1,3,2,0,3750,2014-09,101800
Residential,2569 S 34TH ST,8,4000,Residence O/S,Aluminum / Vinyl,1.0,1908,0,1079,1,3,1,0,3300,2014-09,53525
Residential,10100 W TOWER AV,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1210,1,4,1,1,9169,2014-09,123500
Residential,4823 W BRENTWOOD AV,9,560,Ranch,Aluminum / Vinyl,1.0,1963,0,1074,1,3,1,1,6588,2014-09,105000
Residential,6946 N 78TH CT,9,480,Ranch,Aluminum / Vinyl,1.0,1978,0,1007,1,3,1,0,7530,2014-09,91000
Residential,5741 W GREEN TREE RD,9,560,Ranch,Aluminum / Vinyl,1.0,1967,0,1001,1,3,1,0,6120,2014-09,84900
Residential,6112 W RICHMOND AV,10,1870,Cape Cod,Aluminum / Vinyl,1.0,1940,0,1658,1,3,2,0,5120,2014-09,115000
Residential,7314 W VIENNA CT,10,1940,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1490,1,4,2,0,6191,2014-09,142500
Residential,231 N 71ST ST,10,2720,Cape Cod,Masonry / Frame,1.0,1952,0,1335,1,4,2,0,3680,2014-09,140000
Residential,9335 W MT VERNON AV,10,2760,Cape Cod,Brick,1.0,1953,0,831,1,2,1,0,5568,2014-09,110000
Residential,3128 N 75TH ST,10,2100,Cape Cod,Brick,1.0,1951,0,761,1,2,1,0,5000,2014-09,94900
Residential,1745 N 49TH ST,10,2540,Colonial,Frame,2.0,1912,0,1711,1,4,1,1,4680,2014-09,182500
Residential,2829 N LEFEBER AV,10,1980,Colonial,Brick,2.0,1930,0,1627,1,3,1,1,5550,2014-09,189000
Residential,2774 N 61ST ST,10,1870,Cottage,Aluminum / Vinyl,1.0,1930,0,594,1,1,1,0,4920,2014-09,35500
Residential,2572 N 61ST ST,10,2540,Dplx Bungalow,Masonry / Frame,2.0,1929,0,2383,2,4,2,0,4800,2014-09,171900
Residential,1263 N 45TH ST,10,2610,Dplx Bungalow,Stucco,1.5,1920,0,2210,2,4,2,0,4800,2014-09,80000
